elevation,slope,twi,stream_proximity,lulc,rain_0,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,flood_label,event_date
176,11.887351989746094,10.25892048496092,759.6872673572547,10,170.0048583317548,853.525398850441,299.93729543685913,300.4794172644615,47.8108780477196,142.46363294124603,209.0226591527462,0,2020-10-12
979,11.146347999572754,9.073026372976214,1874.6328631075162,40,157.7868296955712,578.4246733188629,243.35228312015533,301.4925026893616,66.66570380050689,141.38642129302025,119.55902954936028,0,2020-10-12
162,15.23878288269043,8.747984000728811,257.78199252788136,10,156.0976487416774,539.159342401661,534.9978134632111,292.36483973264694,18.06625248491764,150.23731165379286,248.79868268966675,0,2020-10-12
208,19.357877731323242,8.899417595693729,368.7398734663419,10,170.0048583317548,853.525398850441,299.93729543685913,300.4794172644615,47.8108780477196,142.46363294124603,209.0226591527462,0,2020-10-12
5,0.9676083326339722,11.528536070159,1432.27286000427,10,243.38390777166933,447.0274988338351,393.79178833961487,409.54358760640025,68.4775294745341,207.8176981806755,261.54458421468735,0,2020-10-12
223,6.974856376647949,12.864680907303969,197.0555024989953,10,204.95379648264498,669.3297574520111,243.39537072181702,351.2458243370056,142.0037538409233,206.92250502109528,102.66939599532634,0,2020-10-12
444,19.06267738342285,8.511714959883664,1013.287008315442,10,180.46452059037983,626.148401260376,197.52718770503998,405.7938176393509,116.92754951491952,184.33584916591644,113.29277044534683,0,2020-10-12
12,4.701169013977051,10.638286109216187,1806.3120986521328,60,198.30312734562904,343.85423624515533,428.17896842956543,487.57779390364885,50.09644274786115,170.48478137888014,220.59394013881683,0,2020-10-12
4,0.9274099469184875,11.97709602512987,326.2932880449462,40,245.7743087504059,537.2965126633644,305.37434339523315,474.4161864221096,94.22303246287629,225.56742068752646,206.68630743026733,0,2020-10-12
12,0.9677858352661133,11.93363859937062,1204.114141022595,60,229.21445401757956,358.28170692920685,404.03350710868835,432.8627983443439,49.692346847616136,172.26121950149536,262.5131178200245,0,2020-10-12
9,2.091604709625244,10.756651258621035,1644.3049118280449,80,188.71316995378584,324.93151807785034,416.1675567626953,377.2705691829324,42.58012351766229,186.31042588874698,291.8561445772648,0,2020-10-12
763,7.383913516998291,10.185240606523195,784.2073338686318,10,197.89811371080577,540.4665293693542,265.0386731624603,349.959739997983,118.47668773122132,171.272074341774,185.5902356505394,0,2020-10-12
93,3.040079116821289,10.38454909590392,363.1836040051631,10,229.1454329737462,532.8766725063324,250.39141964912415,356.43553948402405,151.96979868412018,268.76816713809967,133.20594760775566,0,2020-10-12
155,4.817088603973389,9.923197901168436,324.0078174189756,10,212.82988952845335,563.6888494491577,205.2952402830124,380.0944045446813,115.50400888361037,185.52854761481285,99.86876905802637,0,2020-10-12
573,9.948434829711914,9.188556847138003,1117.6243519519824,10,159.70337737351656,567.7741844058037,337.4354259967804,339.90976572036743,28.158778079785407,160.55847591161728,183.9005270600319,0,2020-10-12
298,18.967304229736328,8.516681651781337,1194.4993061767818,10,197.89811371080577,540.4665293693542,265.0386731624603,349.959739997983,118.47668773122132,171.272074341774,185.5902356505394,0,2020-10-12
10,-9999,-9999,1553.706754930565,60,250.33441385813057,531.928966999054,329.20928597450256,499.7969061732292,103.34599695261568,205.63920215331018,204.34209260344505,0,2020-10-12
635,7.3849592208862305,10.744483062935666,251.99621573527065,10,157.7868296955712,578.4246733188629,243.35228312015533,301.4925026893616,66.66570380050689,141.38642129302025,119.55902954936028,0,2020-10-12
11,4.177574157714844,10.756751954328333,1122.4813412994765,60,188.71316995378584,324.93151807785034,416.1675567626953,377.2705691829324,42.58012351766229,186.31042588874698,291.8561445772648,0,2020-10-12
86,5.630134582519531,9.765111777995047,672.8604526176395,10,218.81273520784453,625.0633637905121,244.7974977493286,358.480039909482,110.99182415381074,189.96638504602015,166.51690559089184,0,2020-10-12
65,10.621877670288086,9.122350388456116,1269.1053909271398,10,213.17370934411883,517.0080655813217,249.35445547103882,460.2354875802994,113.34181109396741,209.9366513863206,210.7288595288992,0,2020-10-12
566,3.040487766265869,16.06273459749334,196.62889772353978,10,165.27929766266607,851.9853672981262,235.90087342262268,316.26495814323425,85.84447100572288,124.84519016742706,134.91357842087746,0,2020-10-12
20,8.03894329071045,11.111241913908405,228.8480936348509,10,229.1454329737462,532.8766725063324,250.39141964912415,356.43553948402405,151.96979868412018,268.76816713809967,133.20594760775566,0,2020-10-12
6,1.3395757675170898,13.344050612381738,40.411933329531465,10,207.12183041125536,603.398211479187,336.24735617637634,459.740150809288,145.39111030474305,227.59280490875244,208.7536804974079,0,2020-10-12
12,3.0455245971679688,11.990265686175281,1033.5401901293965,10,188.71316995378584,324.93151807785034,416.1675567626953,377.2705691829324,42.58012351766229,186.31042588874698,291.8561445772648,0,2020-10-12
357,3.8279945850372314,10.15344618659063,526.712026951052,10,213.17370934411883,517.0080655813217,249.35445547103882,460.2354875802994,113.34181109396741,209.9366513863206,210.7288595288992,0,2020-10-12
33,11.335039138793945,9.05462022004,1668.3339227095414,10,229.21445401757956,358.28170692920685,404.03350710868835,432.8627983443439,49.692346847616136,172.26121950149536,262.5131178200245,0,2020-10-12
8,5.566645622253418,9.775125217989986,2038.673114010636,60,188.71316995378584,324.93151807785034,416.1675567626953,377.2705691829324,42.58012351766229,186.31042588874698,291.8561445772648,0,2020-10-12
7,1.3399616479873657,11.203156614537376,112.4352947221113,30,214.18546305783093,531.9115550518036,303.08442068099976,357.8945987224579,63.2081484682858,193.01613461971283,236.44990035891533,0,2020-10-12
