system:index,elevation,flood_label,lulc,rain_0,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,slope,twi,.geo
10,2,0,40,38.499999249354005,31.99999901652336,14.359999682754278,28.12999914214015,2.3499999660998583,11.209999663755298,2.0999999716877937,2.6436877,4.867102453721131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.79819501727377,10.452346667643127]}"
11,2,0,40,34.8899990580976,7.769999787211418,14.219999581575394,37.33999911136925,3.0399999152868986,5.36999979801476,0.12999999523162842,4.6510653,6.222503659533784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.07227101045862,9.606942153758247]}"
12,-2,0,40,29.589999379590154,2.7099999487400055,15.109999436885118,34.599999068304896,5.489999815821648,4.459999928250909,-9999,2.0793974,5.261620620655915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.06930657002101,9.954051179542027]}"
13,8,0,40,15.499999577179551,23.48999932408333,15.719999577850103,44.08999923616648,8.579999759793282,4.309999898076057,12.709999904036522,2.078945,3.315928306465612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.27591451108663,9.600204789127346]}"
14,3,0,10,22.629999365657568,16.539999751374125,14.619999669492245,40.82999939657748,9.00999970920384,15.819999540224671,24.379999365657568,1.8814833,3.415807809530114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.5370547641802,9.748696305592304]}"
15,-5,0,50,28.69999930821359,39.849998988211155,16.109999490901828,23.189999479800463,6.169999800622463,9.969999754801393,5.829999886453152,9.82857,1.7530576664620892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.2319868936932,10.038672479306086]}"
16,3,0,10,25.77999936044216,6.899999834597111,16.299999326467514,31.56999909877777,10.259999694302678,1.0799999721348286,0.07000000029802322,2.0980527,5.252681214137006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.99977696703019,9.888563995329719]}"
17,0,0,30,34.71999943628907,41.259998774155974,11.109999746084213,36.9399987179786,12.579999657347798,11.699999652802944,1.7899999432265759,9.250046,4.992911898307459,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.53597678583924,10.425666703704778]}"
18,3,0,10,32.059999227523804,7.829999722540379,16.229999635368586,28.23999934643507,0.3199999928474426,6.029999822378159,-9999,5.9546514,2.260445697821272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.09329158810698,10.192823382061]}"
19,2,0,60,25.759999526664615,40.10999936424196,19.29999953508377,32.96999922208488,10.069999719038606,19.01999941468239,21.5699992030859,3.821945,2.705983618619863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.3093318396559,9.9793836705542]}"
20,6,0,10,39.9999991171062,20.099999414756894,16.949999507516623,28.579999282956123,1.3499999232590199,5.599999859929085,0.14000000059604645,2.1003103,3.305694642088969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.90949628097616,10.318677353366141]}"
21,1,0,10,34.8899990580976,7.769999787211418,14.219999581575394,37.33999911136925,3.0399999152868986,5.36999979801476,0.12999999523162842,3.373687,2.831064961107894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.05448436783303,9.674585294652445]}"
22,0,0,40,26.81999954022467,55.149998631328344,17.01999943330884,32.899999406188726,11.58999989926815,13.619999662041664,8.109999928623438,2.8227518,3.009706085299421,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.61197425887576,9.958632587491039]}"
23,2,0,40,34.9599989131093,30.669999554753304,9.52999982982874,25.479999359697104,14.669999573379755,12.309999614953995,14.19999960064888,2.8255177,6.564073181135087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.45081649690474,10.273671757631753]}"
24,3,0,10,39.569999132305384,13.12999982200563,24.13999937288463,39.819999039173126,0.29999998956918716,2.909999907016754,-9999,1.8543341,3.4303529125286274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.25525783383375,10.249417244960526]}"
25,4,0,10,41.41999903321266,11.709999782964587,31.91999926418066,38.27999933809042,2.3899999409914017,1.8099999129772186,0.07000000029802322,4.6748996,3.1969447525425876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.46142119153916,10.20522013298185]}"
26,0,0,40,44.91999853588641,4.68999981507659,20.06999959796667,37.59999870322645,0.4299999885261059,2.809999877586961,-9999,3.3558686,4.222667110055197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.3600912274905,9.887755511574007]}"
27,0,0,40,40.529998898506165,2.639999957755208,19.51999941468239,34.3999994918704,0.6099999789148569,3.189999908208847,-9999,2.0971475,3.3072030276625872,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.28139880860164,9.710428074488817]}"
